t,flows,fwd_pkts,bwd_pkts,syn_flags,ack_flags,oneway_flows,label,one_way_ratio,fb_ratio,volume_raw,asym_raw,volume_z,asym_z,volume_alert,asym_alert
164,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
165,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
166,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
167,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
168,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
169,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
170,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
171,2.00000000,4.00000000,0.00000000,0.00000000,0.00000000,2.00000000,1,1.00000000,5.00000000,2.00000000,7.16703788,-0.44966051,0.60603380,0,0
172,2.00000000,20.00000000,12.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.61538462,2.00000000,1.92282233,-0.44966051,-0.45048493,0,0
173,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
174,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
175,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
176,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
177,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
178,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
179,8.00000000,20.00000000,0.00000000,0.00000000,0.00000000,8.00000000,0,1.00000000,21.00000000,8.00000000,49.45667925,0.89932101,9.12585874,0,1
180,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
181,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
182,2.00000000,6.00000000,12.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,0.53846154,2.00000000,0.86156583,-0.44966051,-0.66428952,0,0
183,2.00000000,32.00000000,32.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,2.00000000,1.38629436,-0.44966051,-0.55857581,0,0
184,6.00000000,138.00000000,174.00000000,0.00000000,4.00000000,0.00000000,1,0.00000000,0.79428571,6.00000000,3.50764207,0.44966051,-0.13120138,0,0
185,2.00000000,6.00000000,8.00000000,0.00000000,0.00000000,0.00000000,1,0.00000000,0.77777778,2.00000000,1.15072829,-0.44966051,-0.60603380,0,0
186,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
187,36.00000000,464.00000000,512.00000000,0.00000000,36.00000000,0.00000000,0,0.00000000,0.90643275,36.00000000,23.22841770,7.19456810,3.84181779,0,0
188,18.00000000,650.00000000,806.00000000,0.00000000,14.00000000,0.00000000,0,0.00000000,0.80669145,18.00000000,10.64695040,3.14762354,1.30710963,0,0
189,26.00000000,816.00000000,812.00000000,2.00000000,22.00000000,4.00000000,0,0.15384615,1.00492005,26.00000000,20.86812553,4.94626557,3.36630475,0,0
190,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
191,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
192,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
193,16.00000000,16.00000000,24.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,0.68000000,16.00000000,8.30070069,2.69796304,0.83442564,0,0
194,8.00000000,16.00000000,4.00000000,0.00000000,0.00000000,6.00000000,1,0.75000000,3.40000000,8.00000000,20.74246357,0.89932101,3.34098843,0,0
195,10.00000000,20.00000000,10.00000000,0.00000000,0.00000000,4.00000000,1,0.40000000,1.90909091,10.00000000,14.94976882,1.34898152,2.17397108,0,0
196,6.00000000,12.00000000,0.00000000,0.00000000,0.00000000,6.00000000,0,1.00000000,13.00000000,6.00000000,31.66868796,0.44966051,5.54222533,0,0
197,6.00000000,20.00000000,34.00000000,0.00000000,2.00000000,0.00000000,1,0.00000000,0.60000000,6.00000000,2.82002178,0.44966051,-0.26973187,0,0
198,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
199,2.00000000,208.00000000,290.00000000,0.00000000,2.00000000,0.00000000,0,0.00000000,0.71821306,2.00000000,1.08256966,-0.44966051,-0.61976529,0,0
200,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
201,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
202,2.00000000,58.00000000,68.00000000,0.00000000,2.00000000,0.00000000,1,0.00000000,0.85507246,2.00000000,1.23584752,-0.44966051,-0.58888537,0,0
203,8.00000000,8.00000000,20.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,0.42857143,8.00000000,2.85339955,0.89932101,-0.26300746,0,0
204,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
205,2.00000000,8.00000000,4.00000000,0.00000000,2.00000000,0.00000000,1,0.00000000,1.80000000,2.00000000,2.05923883,-0.44966051,-0.42300197,0,0
206,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
207,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
208,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
209,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
210,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
211,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
212,2.00000000,8.00000000,4.00000000,0.00000000,2.00000000,0.00000000,1,0.00000000,1.80000000,2.00000000,2.05923883,-0.44966051,-0.42300197,0,0
213,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
214,12.00000000,258.00000000,276.00000000,0.00000000,12.00000000,0.00000000,0,0.00000000,0.93501805,12.00000000,7.92139986,1.79864203,0.75801031,0,0
215,20.00000000,62.00000000,68.00000000,0.00000000,4.00000000,0.00000000,1,0.00000000,0.91304348,20.00000000,12.97390836,3.59728405,1.77590705,0,0
216,10.00000000,222.00000000,210.00000000,0.00000000,10.00000000,0.00000000,0,0.00000000,1.05687204,10.00000000,7.21186401,1.34898152,0.61506464,0,0
217,10.00000000,36.00000000,52.00000000,0.00000000,2.00000000,0.00000000,0,0.00000000,0.69811321,10.00000000,5.29517757,1.34898152,0.22892202,0,0
218,4.00000000,4.00000000,10.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,0.45454545,4.00000000,1.49877380,0.00000000,-0.53591529,0,0
219,4.00000000,4.00000000,10.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,0.45454545,4.00000000,1.49877380,0.00000000,-0.53591529,0,0
220,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
221,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
222,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
223,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
224,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
225,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
226,8.00000000,8.00000000,24.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,0.36000000,8.00000000,2.45987760,0.89932101,-0.34228782,0,0
227,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
228,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
229,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
230,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
231,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
232,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
233,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
234,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
235,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
236,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
237,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
238,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
239,2.00000000,8.00000000,4.00000000,0.00000000,2.00000000,0.00000000,1,0.00000000,1.80000000,2.00000000,2.05923883,-0.44966051,-0.42300197,0,0
240,2.00000000,12.00000000,0.00000000,0.00000000,2.00000000,2.00000000,0,1.00000000,13.00000000,2.00000000,10.55622932,-0.44966051,1.28883264,0,0
241,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
242,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
243,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
244,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
245,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
246,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
247,2.00000000,4.00000000,0.00000000,2.00000000,0.00000000,2.00000000,0,1.00000000,5.00000000,2.00000000,7.16703788,-0.44966051,0.60603380,0,0
248,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
249,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
250,8.00000000,8.00000000,16.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,0.52941176,8.00000000,3.39906555,0.89932101,-0.15307560,0,0
251,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
252,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
253,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
254,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
255,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
256,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
257,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
258,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
259,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
260,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
261,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
262,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
263,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
264,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
265,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
266,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
267,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
268,2.00000000,58.00000000,84.00000000,0.00000000,2.00000000,0.00000000,1,0.00000000,0.69411765,2.00000000,1.05432409,-0.44966051,-0.62545575,0,0
269,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
270,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
271,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
272,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
273,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
274,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
275,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
276,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
277,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
278,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
279,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
280,4.00000000,6.00000000,6.00000000,0.00000000,0.00000000,2.00000000,1,0.50000000,1.00000000,4.00000000,4.15888308,0.00000000,0.00000000,0,0
281,2.00000000,2.00000000,4.00000000,0.00000000,0.00000000,0.00000000,1,0.00000000,0.60000000,2.00000000,0.94000726,-0.44966051,-0.64848643,0,0
282,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
283,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
284,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
285,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
286,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
287,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
288,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
289,2.00000000,8.00000000,4.00000000,0.00000000,2.00000000,0.00000000,1,0.00000000,1.80000000,2.00000000,2.05923883,-0.44966051,-0.42300197,0,0
290,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
291,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
292,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
293,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
294,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
295,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
296,2.00000000,28.00000000,0.00000000,0.00000000,2.00000000,2.00000000,0,1.00000000,29.00000000,2.00000000,13.60478953,-0.44966051,1.90300666,0,0
297,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
298,2.00000000,8.00000000,4.00000000,0.00000000,2.00000000,0.00000000,1,0.00000000,1.80000000,2.00000000,2.05923883,-0.44966051,-0.42300197,0,0
299,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
300,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
