t,flows,fwd_pkts,bwd_pkts,syn_flags,ack_flags,oneway_flows,label
341,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
342,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
343,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
344,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
345,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
346,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
347,2.00000000,8.00000000,4.00000000,0.00000000,2.00000000,0.00000000,1
348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
349,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
350,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
351,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
352,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
353,2.00000000,58.00000000,76.00000000,0.00000000,2.00000000,0.00000000,1
354,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
355,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
356,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
357,8.00000000,20.00000000,4.00000000,0.00000000,0.00000000,6.00000000,0
358,32.00000000,80.00000000,8.00000000,0.00000000,0.00000000,28.00000000,0
359,24.00000000,60.00000000,0.00000000,0.00000000,0.00000000,24.00000000,0
360,24.00000000,60.00000000,4.00000000,0.00000000,0.00000000,22.00000000,0
361,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
362,2.00000000,8.00000000,4.00000000,0.00000000,2.00000000,0.00000000,1
363,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
364,4.00000000,4.00000000,10.00000000,0.00000000,0.00000000,0.00000000,1
365,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
366,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
367,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
368,2.00000000,124.00000000,220.00000000,0.00000000,0.00000000,0.00000000,0
369,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
370,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
371,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
372,2.00000000,72.00000000,88.00000000,0.00000000,2.00000000,0.00000000,0
373,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
374,6.00000000,12.00000000,4.00000000,0.00000000,0.00000000,4.00000000,0
375,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
376,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
377,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
378,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
379,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
380,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
381,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
382,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
383,2.00000000,8.00000000,4.00000000,0.00000000,0.00000000,0.00000000,0
384,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
385,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
386,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
387,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
388,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
389,14.00000000,298.00000000,276.00000000,0.00000000,14.00000000,0.00000000,0
390,40.00000000,596.00000000,712.00000000,0.00000000,28.00000000,2.00000000,0
391,12.00000000,452.00000000,474.00000000,0.00000000,12.00000000,0.00000000,0
392,4.00000000,142.00000000,120.00000000,0.00000000,4.00000000,0.00000000,0
393,4.00000000,120.00000000,102.00000000,0.00000000,4.00000000,0.00000000,0
394,2.00000000,2.00000000,2.00000000,0.00000000,0.00000000,0.00000000,0
395,8.00000000,8.00000000,10.00000000,0.00000000,0.00000000,0.00000000,0
396,6.00000000,6.00000000,12.00000000,0.00000000,0.00000000,0.00000000,0
397,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
398,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
399,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
400,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
401,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
402,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
403,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
404,2.00000000,4.00000000,4.00000000,0.00000000,2.00000000,0.00000000,1
405,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
406,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
407,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
408,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
409,2.00000000,8.00000000,4.00000000,0.00000000,2.00000000,0.00000000,1
410,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
411,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
412,2.00000000,8.00000000,4.00000000,0.00000000,2.00000000,0.00000000,1
413,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
414,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
415,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
416,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
417,2.00000000,8.00000000,4.00000000,0.00000000,2.00000000,0.00000000,1
418,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
419,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
420,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
421,2.00000000,64.00000000,88.00000000,0.00000000,2.00000000,0.00000000,0
422,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
423,8.00000000,16.00000000,22.00000000,0.00000000,2.00000000,0.00000000,1
424,2.00000000,4.00000000,0.00000000,0.00000000,0.00000000,2.00000000,0
425,2.00000000,12.00000000,4.00000000,0.00000000,0.00000000,0.00000000,0
426,4.00000000,74.00000000,56.00000000,0.00000000,4.00000000,0.00000000,1
427,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
428,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
429,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
430,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
431,2.00000000,8.00000000,4.00000000,0.00000000,2.00000000,0.00000000,1
432,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
433,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
434,4.00000000,4.00000000,6.00000000,0.00000000,0.00000000,0.00000000,1
435,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
436,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
437,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
438,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
439,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
440,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
441,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
442,2.00000000,66.00000000,76.00000000,0.00000000,2.00000000,0.00000000,1
443,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
444,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
445,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
446,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
447,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
448,2.00000000,24.00000000,12.00000000,0.00000000,0.00000000,0.00000000,0
449,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
450,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
451,4.00000000,4.00000000,6.00000000,0.00000000,0.00000000,0.00000000,0
452,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
453,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
454,6.00000000,6.00000000,12.00000000,0.00000000,0.00000000,0.00000000,1
455,2.00000000,2.00000000,4.00000000,0.00000000,0.00000000,0.00000000,0
456,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
457,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
458,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
459,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
460,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
461,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
462,2.00000000,8.00000000,4.00000000,0.00000000,2.00000000,0.00000000,1
463,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
464,2.00000000,8.00000000,4.00000000,0.00000000,2.00000000,0.00000000,1
465,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
466,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
467,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
468,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
469,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
470,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
471,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
472,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
473,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
474,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
475,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
476,2.00000000,12.00000000,0.00000000,0.00000000,2.00000000,2.00000000,0
477,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
478,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
479,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
480,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
481,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
482,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
483,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
484,14.00000000,318.00000000,282.00000000,0.00000000,14.00000000,0.00000000,0
485,50.00000000,458.00000000,610.00000000,0.00000000,38.00000000,2.00000000,0
486,54.00000000,932.00000000,968.00000000,4.00000000,28.00000000,18.00000000,0
487,8.00000000,306.00000000,296.00000000,0.00000000,8.00000000,0.00000000,0
488,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
489,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
490,4.00000000,4.00000000,6.00000000,0.00000000,0.00000000,0.00000000,0
491,6.00000000,12.00000000,4.00000000,0.00000000,0.00000000,4.00000000,0
492,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
493,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
494,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
495,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
496,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
497,8.00000000,44.00000000,28.00000000,0.00000000,2.00000000,6.00000000,0
498,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
499,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
500,2.00000000,76.00000000,112.00000000,0.00000000,0.00000000,0.00000000,0
501,2.00000000,12.00000000,0.00000000,0.00000000,2.00000000,2.00000000,0
502,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
503,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
504,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
505,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
506,4.00000000,4.00000000,6.00000000,0.00000000,0.00000000,0.00000000,0
507,10.00000000,20.00000000,10.00000000,0.00000000,0.00000000,4.00000000,0
508,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
509,4.00000000,4.00000000,6.00000000,0.00000000,0.00000000,0.00000000,0
510,2.00000000,62.00000000,80.00000000,0.00000000,2.00000000,0.00000000,0
511,2.00000000,26.00000000,24.00000000,0.00000000,0.00000000,0.00000000,0
512,6.00000000,10.00000000,12.00000000,0.00000000,0.00000000,0.00000000,0
513,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
514,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
515,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
516,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
517,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
518,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
519,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
520,2.00000000,4.00000000,16.00000000,0.00000000,2.00000000,0.00000000,0
521,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
522,2.00000000,12.00000000,0.00000000,0.00000000,2.00000000,2.00000000,0
523,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
524,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
525,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
526,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
527,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
528,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
529,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
530,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
531,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
532,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
533,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
534,2.00000000,66.00000000,76.00000000,0.00000000,2.00000000,0.00000000,1
535,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
536,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
537,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
538,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
539,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
540,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
541,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
542,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
543,4.00000000,6.00000000,6.00000000,0.00000000,0.00000000,2.00000000,1
544,2.00000000,2.00000000,2.00000000,0.00000000,0.00000000,0.00000000,1
545,8.00000000,10.00000000,12.00000000,0.00000000,0.00000000,2.00000000,1
546,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
547,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
548,2.00000000,4.00000000,0.00000000,0.00000000,0.00000000,2.00000000,1
549,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
550,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
551,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
552,2.00000000,4.00000000,0.00000000,0.00000000,0.00000000,2.00000000,1
553,2.00000000,8.00000000,4.00000000,0.00000000,2.00000000,0.00000000,1
554,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
555,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
556,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
557,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
558,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
559,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
560,18.00000000,52.00000000,4.00000000,0.00000000,2.00000000,16.00000000,0
561,32.00000000,76.00000000,4.00000000,0.00000000,0.00000000,30.00000000,1
562,40.00000000,100.00000000,8.00000000,0.00000000,0.00000000,36.00000000,0
563,16.00000000,40.00000000,4.00000000,0.00000000,0.00000000,14.00000000,0
564,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
565,4.00000000,4.00000000,6.00000000,0.00000000,0.00000000,0.00000000,0
566,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
567,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
568,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
569,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
570,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
571,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
572,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
573,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
574,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
575,2.00000000,8.00000000,4.00000000,0.00000000,2.00000000,0.00000000,1
576,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
577,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
578,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
579,2.00000000,4.00000000,0.00000000,0.00000000,0.00000000,2.00000000,1
580,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
581,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
582,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
583,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
584,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
585,2.00000000,8.00000000,4.00000000,0.00000000,2.00000000,0.00000000,1
586,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
587,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
588,2.00000000,8.00000000,4.00000000,0.00000000,2.00000000,0.00000000,1
589,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
590,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
591,2.00000000,4.00000000,4.00000000,0.00000000,2.00000000,0.00000000,1
592,4.00000000,44.00000000,34.00000000,0.00000000,4.00000000,0.00000000,0
593,38.00000000,430.00000000,560.00000000,0.00000000,28.00000000,2.00000000,0
594,6.00000000,144.00000000,128.00000000,0.00000000,6.00000000,0.00000000,0
595,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
596,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
597,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
598,4.00000000,4.00000000,6.00000000,0.00000000,0.00000000,0.00000000,0
599,4.00000000,4.00000000,6.00000000,0.00000000,0.00000000,0.00000000,0
